Office Name,Pincode,"Delivery/
Non Delivery","Office
Type",Circle,Region,Division,Division ID,Region ID
G S Ashram S.O,570025,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Bogadi S.O,570026,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Infosys Campus S.O,570027,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Alanahalli S.O,570028,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Shakthinagar S.O,570029,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Vijayanagar III Stage S.O,570030,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Jaya Prakash Nagar S.O,570031,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Vijayanagar IV Stage S.O,570032,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Dattagalli S.O,570033,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Sri Rampura 2nd Stage S.O,570034,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Bettadapura S.O,571102,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Bilikere S.O,571103,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Bylakuppe S.O,571104,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Hunsur S.O,571105,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Hanagodu S.O,571106,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Periyapatna S.O,571107,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Ravandur S.O,571108,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Heggadedevana Kote S.O,571114,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Kabini Colony S.O,571116,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Sargur S.O,571121,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Hampapura (H D Kote) S.O,571125,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Yelwal S.O,571130,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Kattemalalavadi S.O,571134,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Kanagal S.O,571187,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Rathnapuri Colony S.O,571189,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Kadakola S.O,571311,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Hampapura (K R Nagar) S.O,571601,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Krishna Raja Nagar S.O,571602,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Mirle S.O,571603,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Saligrama S.O (Mysuru),571604,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Gavadagere S.O,571610,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Chunchunakatte S.O,571617,Delivery,PO,Karnataka Circle,South Karnataka Region,Mysuru,21530030,21610003
Bannur S.O,571101,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Begur S.O,571109,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Gargeshwari S.O,571110,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Gundlupet S.O,571111,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Santhemaranahalli S.O,571115,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Kagalavadi S.O,571117,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Kalale S.O,571118,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Tagadur S.O,571119,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Old Sosale S.O,571120,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Talakad S.O,571122,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Tirukanambi S.O,571123,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
T Narasipura S.O,571124,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Hangala S.O,571126,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Haradanahalli S.O,571127,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Harave S.O,571128,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Nagarle S.O,571129,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Nanjangud H.O,571301,Delivery,HO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Thandavapura S.O,571302,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Kavalande S.O,571312,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Chamarajanagara S.O,571313,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Hullahalli S.O,571314,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Hura S.O (Mysuru),571315,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Kuderu S.O (Chamrajnagar),571316,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Cowdalli S.O,571320,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Ramasamudra S.O (Chamrajnagar),571342,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Hanur S.O,571439,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Kollegal H.O,571440,Delivery,HO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Yelandur S.O,571441,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Mamballi S.O,571442,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Kamakerai S.O,571443,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Ramapuram Ghat S.O,571444,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Tibetan Settlement S.O,571457,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Mahadeshwara Malai S.O,571490,Delivery,PO,Karnataka Circle,South Karnataka Region,Nanjangud,21530031,21610003
Ajekar S.O,574101,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Bailur S.O,574102,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Karkala H.O,574104,Delivery,HO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Miyar S.O,574107,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Muniyal S.O,574108,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Naravi S.O,574109,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Nitte S.O,574110,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Sanur S.O,574114,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Bajegoli S.O,574122,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Kanthavara S.O,574129,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Kodangallu S.O,574197,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Kokkada S.O,574198,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Puttur(D.K.) H.O,574201,Delivery,HO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Darbe(Puttur) S.O,574202,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Nehrunagar(Puttur DK) S.O,574203,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Aryapu S.O,574210,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Bantval S.O,574211,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Bellare S.O,574212,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Belvai S.O,574213,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Belthangady S.O,574214,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Dharmasthala S.O,574216,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Guruvayanakere S.O,574217,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Guthigar S.O,574218,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Jodumarga S.O,574219,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Kabaka S.O,574220,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Kadaba S.O (Dakshina Kannada),574221,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Kalladka S.O,574222,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Kav S.O,574223,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Madanthyar S.O,574224,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Mijar S.O,574225,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Mithabail S.O,574226,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Moodbidri S.O,574227,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Mundaje S.O,574228,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Nellyadi S.O,574229,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Nettana S.O,574230,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Panemangalore S.O,574231,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Panja S.O,574232,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Punjalkatte S.O,574233,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Sampaje S.O,574234,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Sathya Sai Vihar S.O,574235,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Shirthady S.O,574236,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Siddakatte S.O,574237,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Subramanya S.O,574238,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Sullia S.O,574239,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Ujire S.O,574240,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Uppinangady S.O,574241,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Venur S.O,574242,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Vittal S.O,574243,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Palli S.O,574244,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Doddathota S.O,574248,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Mani S.O,574253,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Panaje S.O,574259,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Adyanadka S.O,574260,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Vogga S.O,574265,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Kallamundkur S.O,574274,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Kanyana S.O,574279,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Alankar S.O,574285,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Ishwaramangala S.O,574313,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Aranthodu S.O,574314,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Manchi S.O,574323,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Vamadapadavu S.O,574324,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Nekkilady(34) S.O,574325,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Kalleri S.O,574326,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Kurunjibag S.O,574327,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Kaniyur(Puttur) S.O,574328,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Hebri S.O,576112,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Kukkundur S.O,576117,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,21530032,21610003
Bhadra Reservoir Project S.O,577115,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Shivamogga H.O,577201,Delivery,HO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Shivamogga Doddapete S.O,577202,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Vidyanagar Shivamogga S.O,577203,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Vinobanagar Shivamogga S.O,577204,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Gopala Extension S.O,577205,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Ayanur S.O,577211,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Channagiri S.O,577213,Delivery,PO,Karnataka Circle,South Karnataka Region,Davanagere,21530024,21610003
Hithla S.O,577214,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Hodikere S.O,577215,Delivery,PO,Karnataka Circle,South Karnataka Region,Davanagere,21530024,21610003
Holalur S.O,577216,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Honnali S.O,577217,Delivery,PO,Karnataka Circle,South Karnataka Region,Davanagere,21530024,21610003
Kerebilichi S.O,577218,Delivery,PO,Karnataka Circle,South Karnataka Region,Davanagere,21530024,21610003
Kundur S.O,577219,Delivery,PO,Karnataka Circle,South Karnataka Region,Davanagere,21530024,21610003
Mandagadde S.O,577220,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Nallur S.O (Davangere),577221,Delivery,PO,Karnataka Circle,South Karnataka Region,Davanagere,21530024,21610003
Nidige S.O,577222,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Nyamthi S.O,577223,Delivery,PO,Karnataka Circle,South Karnataka Region,Davanagere,21530024,21610003
Sasvehalli S.O,577224,Delivery,PO,Karnataka Circle,South Karnataka Region,Davanagere,21530024,21610003
Saualanga S.O,577225,Delivery,PO,Karnataka Circle,South Karnataka Region,Davanagere,21530024,21610003
Tudur S.O,577226,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Holehonner S.O,577227,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Kawalgundi S.O,577229,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Chilur S.O,577230,Delivery,PO,Karnataka Circle,South Karnataka Region,Davanagere,21530024,21610003
Kanivebilichi S.O,577231,Delivery,PO,Karnataka Circle,South Karnataka Region,Davanagere,21530024,21610003
Bejjavalli S.O,577232,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Kudligere S.O,577233,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Anaveri S.O,577243,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Barandur S.O,577245,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Bhadravati H.O,577301,Delivery,HO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Bhadravathi Paper Town S.O,577302,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Sagar H.O,577401,Delivery,HO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Agumbe S.O,577411,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Anandapuram S.O (Shivamogga),577412,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Anavatti S.O,577413,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Arga S.O,577414,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Devangi S.O,577415,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Harnahalli S.O,577416,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Honnesara S.O,577417,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Hosanagar S.O,577418,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Jade S.O,577419,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Kargal Colony S.O,577421,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Konandur S.O,577422,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Kumsi S.O,577423,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Megaravalli S.O,577424,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Nagara Shimoga SO,577425,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Ripponpet S.O,577426,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Shikaripur S.O,577427,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Shiralakoppa S.O,577428,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Sorab S.O,577429,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Talaguppa S.O,577430,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Thagarthi S.O,577431,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Thirthahalli S.O,577432,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Togarsi S.O,577433,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Ulavi S.O,577434,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Jog Falls S.O,577435,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Humcha S.O,577436,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
KVV Shankaraghattta S.O,577451,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Nittur S.O (Shivamogga),577452,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Avinahalli S.O,577453,Delivery,PO,Karnataka Circle,South Karnataka Region,Shimoga,21530033,21610003
Thyavanige S.O,577544,Delivery,PO,Karnataka Circle,South Karnataka Region,Davanagere,21530024,21610003
Basavapatna S.O (Davangere),577551,Delivery,PO,Karnataka Circle,South Karnataka Region,Davanagere,21530024,21610003
Santhebennur S.O,577552,Delivery,PO,Karnataka Circle,South Karnataka Region,Davanagere,21530024,21610003
Pavagada S.O,561202,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Tumakuru H.O,572101,Delivery,HO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Someswarapuram S.O,572102,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Kuvempunagara S.O,572103,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Kyathasandra S.O,572104,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Maralur S.O,572105,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Northren Extension S.O,572106,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
M C Campus Tumakuru S.O,572107,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Amruthur S.O,572111,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Badavanahalli S.O,572112,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Baragur S.O,572113,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Biligere S.O,572114,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Bukkapatna S.O,572115,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Channakeshavapura S.O,572116,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Chelur S.O (Tumakuru),572117,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Gulur S.O,572118,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Handanakere S.O,572119,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Hebbur S.O,572120,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Holavanahalli S.O,572121,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Honnudike S.O,572122,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Huliyur Durga S.O,572123,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Ittakadibbanahalli S.O,572124,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Kallambella S.O,572125,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Kempanahalli S.O,572126,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Kodigenahalli S.O,572127,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Kora S.O (Tumakuru),572128,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Koratagere S.O,572129,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Kunigal S.O,572130,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Madhugiri S.O,572132,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Medigeshi S.O,572133,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Nagasandra S.O (Tumakuru),572134,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
P N Halli S.O,572135,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Palavalli S.O,572136,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Sira S.O,572137,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Tovinakere S.O,572138,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Tavarekere S.O (Tumakuru),572139,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Urdigere S.O,572140,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Y N Hoskote S.O,572141,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Yediyur S.O (Tumakuru),572142,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Hirehalli S.O,572168,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Puravara S.O,572175,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Tiptur H.O,572201,Delivery,HO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Ammasandra S.O,572211,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Banasandra S.O,572212,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Chandrashekarapura S.O,572213,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Chikkanayakanahalli S.O,572214,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Dandinashivara S.O,572215,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Gubbi S.O,572216,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Honnavalli S.O,572217,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Huliyar S.O,572218,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Kadaba S.O (Tumakuru),572219,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Kallur S.O (Tumakuru),572220,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Mayasandra S.O,572221,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Mooganayakana Kote S.O,572222,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Nittur S.O (Tumakuru),572223,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Nonavinakere S.O,572224,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Sampige S.O,572225,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Settikere S.O,572226,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Turuvekere S.O,572227,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Kandikere S.O,572228,Delivery,PO,Karnataka Circle,South Karnataka Region,Tumkur,21530034,21610003
Hejmadi SO,574103,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
KatapadiUdupi SO,574105,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Kaup SO,574106,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Padubidri SO,574111,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Palimar SO,574112,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Pilar SO Udupi,574113,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
